bus,time,powerCB,solarPowToB,gridPowToB,mainPowToB,eB
1,182,0.0,0.0,0.0,0.0,417.6
2,182,0.0,0.0,0.0,0.0,472.1789567626771
3,182,0.0,0.0,0.0,0.0,357.97394042492886
4,182,0.0,0.0,0.0,0.0,465.20000000008883
5,182,0.0,0.0,0.0,0.0,577.5802175095642
6,182,0.0,0.0,0.0,0.0,425.136300855462
7,182,0.0,0.0,0.0,0.0,256.7647945546844
8,182,0.0,0.0,0.0,0.0,478.6
9,182,0.0,0.0,0.0,0.0,366.96918472641767
0,183,0.0,0.0,0.0,0.0,486.2974651084233
1,183,0.0,0.0,0.0,0.0,417.6
2,183,0.0,0.0,0.0,0.0,472.1789567626771
3,183,0.0,0.0,0.0,0.0,357.97394042492886
4,183,0.0,0.0,0.0,0.0,465.20000000008883
5,183,0.0,0.0,0.0,0.0,577.5802175095642
6,183,0.0,0.0,0.0,0.0,425.136300855462
7,183,0.0,0.0,0.0,0.0,256.7647945546844
8,183,0.0,0.0,0.0,0.0,478.6
9,183,0.0,0.0,0.0,0.0,366.96918472641767
0,184,0.0,0.0,0.0,0.0,486.2974651084233
1,184,0.0,0.0,0.0,0.0,417.6
2,184,0.0,0.0,0.0,0.0,472.1789567626771
3,184,0.0,0.0,0.0,0.0,357.97394042492886
4,184,0.0,0.0,0.0,0.0,465.20000000008883
5,184,0.0,0.0,0.0,0.0,577.5802175095642
6,184,0.0,0.0,0.0,0.0,425.136300855462
7,184,0.0,0.0,0.0,0.0,256.7647945546844
8,184,0.0,0.0,0.0,0.0,478.6
9,184,0.0,0.0,0.0,0.0,366.96918472641767
0,185,0.0,0.0,0.0,0.0,486.2974651084233
1,185,0.0,0.0,0.0,0.0,417.6
2,185,0.0,0.0,0.0,0.0,472.1789567626771
3,185,0.0,0.0,0.0,0.0,357.97394042492886
4,185,0.0,0.0,0.0,0.0,465.20000000008883
5,185,0.0,0.0,0.0,0.0,577.5802175095642
6,185,0.0,0.0,0.0,0.0,425.136300855462
7,185,0.0,0.0,0.0,0.0,256.7647945546844
8,185,0.0,0.0,0.0,0.0,478.6
9,185,0.0,0.0,0.0,0.0,366.96918472641767
0,186,0.0,0.0,0.0,0.0,486.2974651084233
1,186,0.0,0.0,0.0,0.0,417.6
2,186,0.0,0.0,0.0,0.0,472.1789567626771
3,186,0.0,0.0,0.0,0.0,357.97394042492886
4,186,0.0,0.0,0.0,0.0,465.20000000008883
5,186,0.0,0.0,0.0,0.0,577.5802175095642
6,186,0.0,0.0,0.0,0.0,425.136300855462
7,186,0.0,0.0,0.0,0.0,256.7647945546844
8,186,0.0,0.0,0.0,0.0,478.6
9,186,0.0,0.0,0.0,0.0,366.96918472641767
0,187,0.0,0.0,0.0,0.0,486.2974651084233
1,187,0.0,0.0,0.0,0.0,417.6
2,187,0.0,0.0,0.0,0.0,472.1789567626771
3,187,0.0,0.0,0.0,0.0,357.97394042492886
4,187,0.0,0.0,0.0,0.0,465.20000000008883
5,187,0.0,0.0,0.0,0.0,577.5802175095642
6,187,0.0,0.0,0.0,0.0,425.136300855462
7,187,0.0,0.0,0.0,0.0,256.7647945546844
8,187,0.0,0.0,0.0,0.0,478.6
9,187,0.0,0.0,0.0,0.0,366.96918472641767
0,188,0.0,0.0,0.0,0.0,486.2974651084233
1,188,0.0,0.0,0.0,0.0,417.6
2,188,0.0,0.0,0.0,0.0,472.1789567626771
3,188,0.0,0.0,0.0,0.0,357.97394042492886
4,188,0.0,0.0,0.0,0.0,465.20000000008883
5,188,0.0,0.0,0.0,0.0,577.5802175095642
6,188,0.0,0.0,0.0,0.0,425.136300855462
7,188,0.0,0.0,0.0,0.0,256.7647945546844
8,188,0.0,0.0,0.0,0.0,478.6
9,188,0.0,0.0,0.0,0.0,366.96918472641767
0,189,0.0,0.0,0.0,0.0,486.2974651084233
1,189,0.0,0.0,0.0,0.0,417.6
2,189,0.0,0.0,0.0,0.0,472.1789567626771
3,189,0.0,0.0,0.0,0.0,357.97394042492886
4,189,0.0,0.0,0.0,0.0,465.20000000008883
5,189,0.0,0.0,0.0,0.0,577.5802175095642
6,189,0.0,0.0,0.0,0.0,425.136300855462
7,189,0.0,0.0,0.0,0.0,256.7647945546844
8,189,0.0,0.0,0.0,0.0,478.6
9,189,0.0,0.0,0.0,0.0,366.96918472641767
0,190,0.0,0.0,0.0,0.0,486.2974651084233
1,190,0.0,0.0,0.0,0.0,417.6
2,190,0.0,0.0,0.0,0.0,472.1789567626771
3,190,0.0,0.0,0.0,0.0,357.97394042492886
4,190,0.0,0.0,0.0,0.0,465.20000000008883
5,190,0.0,0.0,0.0,0.0,577.5802175095642
6,190,0.0,0.0,0.0,0.0,425.136300855462
7,190,0.0,0.0,0.0,0.0,256.7647945546844
8,190,0.0,0.0,0.0,0.0,478.6
9,190,0.0,0.0,0.0,0.0,366.96918472641767
0,191,0.0,0.0,0.0,0.0,486.2974651084233
1,191,0.0,0.0,0.0,0.0,417.6
2,191,0.0,0.0,0.0,0.0,472.1789567626771
3,191,0.0,0.0,0.0,0.0,357.97394042492886
4,191,0.0,0.0,0.0,0.0,465.20000000008883
5,191,0.0,0.0,0.0,0.0,577.5802175095642
6,191,0.0,0.0,0.0,0.0,425.136300855462
7,191,0.0,0.0,0.0,0.0,256.7647945546844
8,191,0.0,0.0,0.0,0.0,478.6
9,191,0.0,0.0,0.0,0.0,366.96918472641767
0,192,0.0,0.0,0.0,0.0,486.2974651084233
1,192,0.0,0.0,0.0,0.0,417.6
2,192,0.0,0.0,0.0,0.0,472.1789567626771
3,192,0.0,0.0,0.0,0.0,357.97394042492886
4,192,0.0,0.0,0.0,0.0,465.20000000008883
5,192,0.0,0.0,0.0,0.0,577.5802175095642
6,192,0.0,0.0,0.0,0.0,425.136300855462
7,192,0.0,0.0,0.0,0.0,256.7647945546844
8,192,0.0,0.0,0.0,0.0,478.6
9,192,0.0,0.0,0.0,0.0,366.96918472641767
0,193,0.0,0.0,0.0,0.0,486.2974651084233
1,193,0.0,0.0,0.0,0.0,417.6
2,193,0.0,0.0,0.0,0.0,472.1789567626771
3,193,0.0,0.0,0.0,0.0,357.97394042492886
4,193,0.0,0.0,0.0,0.0,465.20000000008883
5,193,0.0,0.0,0.0,0.0,577.5802175095642
6,193,0.0,0.0,0.0,0.0,425.136300855462
7,193,0.0,0.0,0.0,0.0,256.7647945546844
8,193,0.0,0.0,0.0,0.0,478.6
9,193,0.0,0.0,0.0,0.0,366.96918472641767
0,194,0.0,0.0,0.0,0.0,486.2974651084233
1,194,0.0,0.0,0.0,0.0,417.6
2,194,0.0,0.0,0.0,0.0,472.1789567626771
3,194,0.0,0.0,0.0,0.0,357.97394042492886
4,194,0.0,0.0,0.0,0.0,465.20000000008883
5,194,0.0,0.0,0.0,0.0,577.5802175095642
6,194,0.0,0.0,0.0,0.0,425.136300855462
7,194,0.0,0.0,0.0,0.0,256.7647945546844
8,194,0.0,0.0,0.0,0.0,478.6
9,194,0.0,0.0,0.0,0.0,366.96918472641767
0,195,0.0,0.0,0.0,0.0,486.2974651084233
1,195,0.0,0.0,0.0,0.0,417.6
2,195,0.0,0.0,0.0,0.0,472.1789567626771
3,195,0.0,0.0,0.0,0.0,357.97394042492886
4,195,0.0,0.0,0.0,0.0,465.20000000008883
5,195,0.0,0.0,0.0,0.0,577.5802175095642
6,195,0.0,0.0,0.0,0.0,425.136300855462
7,195,0.0,0.0,0.0,0.0,256.7647945546844
8,195,0.0,0.0,0.0,0.0,478.6
9,195,0.0,0.0,0.0,0.0,366.96918472641767
0,196,0.0,0.0,0.0,0.0,486.2974651084233
1,196,0.0,0.0,0.0,0.0,417.6
2,196,0.0,0.0,0.0,0.0,472.1789567626771
3,196,0.0,0.0,0.0,0.0,357.97394042492886
4,196,0.0,0.0,0.0,0.0,465.20000000008883
5,196,0.0,0.0,0.0,0.0,577.5802175095642
6,196,0.0,0.0,0.0,0.0,425.136300855462
7,196,0.0,0.0,0.0,0.0,256.7647945546844
8,196,0.0,0.0,0.0,0.0,478.6
9,196,0.0,0.0,0.0,0.0,366.96918472641767
0,197,0.0,0.0,0.0,0.0,486.2974651084233
1,197,0.0,0.0,0.0,0.0,417.6
2,197,0.0,0.0,0.0,0.0,472.1789567626771
3,197,0.0,0.0,0.0,0.0,357.97394042492886
4,197,0.0,0.0,0.0,0.0,465.20000000008883
5,197,0.0,0.0,0.0,0.0,577.5802175095642
6,197,0.0,0.0,0.0,0.0,425.136300855462
7,197,0.0,0.0,0.0,0.0,256.7647945546844
8,197,0.0,0.0,0.0,0.0,478.6
9,197,0.0,0.0,0.0,0.0,366.96918472641767
0,198,0.0,0.0,0.0,0.0,486.2974651084233
1,198,0.0,0.0,0.0,0.0,417.6
2,198,0.0,0.0,0.0,0.0,472.1789567626771
3,198,0.0,0.0,0.0,0.0,357.97394042492886
4,198,0.0,0.0,0.0,0.0,465.20000000008883
5,198,0.0,0.0,0.0,0.0,577.5802175095642
6,198,0.0,0.0,0.0,0.0,425.136300855462
7,198,0.0,0.0,0.0,0.0,256.7647945546844
8,198,0.0,0.0,0.0,0.0,478.6
9,198,0.0,0.0,0.0,0.0,366.96918472641767
0,199,0.0,0.0,0.0,0.0,486.2974651084233
1,199,0.0,0.0,0.0,0.0,417.6
2,199,0.0,0.0,0.0,0.0,472.1789567626771
3,199,0.0,0.0,0.0,0.0,357.97394042492886
4,199,0.0,0.0,0.0,0.0,465.20000000008883
5,199,0.0,0.0,0.0,0.0,577.5802175095642
6,199,0.0,0.0,0.0,0.0,425.136300855462
7,199,0.0,0.0,0.0,0.0,256.7647945546844
8,199,0.0,0.0,0.0,0.0,478.6
9,199,0.0,0.0,0.0,0.0,366.96918472641767
0,200,0.0,0.0,0.0,0.0,486.2974651084233
1,200,0.0,0.0,0.0,0.0,417.6
2,200,0.0,0.0,0.0,0.0,472.1789567626771
3,200,0.0,0.0,0.0,0.0,357.97394042492886
4,200,0.0,0.0,0.0,0.0,465.20000000008883
5,200,0.0,0.0,0.0,0.0,577.5802175095642
6,200,0.0,0.0,0.0,0.0,425.136300855462
7,200,0.0,0.0,0.0,0.0,256.7647945546844
8,200,0.0,0.0,0.0,0.0,478.6
9,200,0.0,0.0,0.0,0.0,366.96918472641767
0,201,0.0,0.0,0.0,0.0,486.2974651084233
1,201,0.0,0.0,0.0,0.0,417.6
2,201,0.0,0.0,0.0,0.0,472.1789567626771
3,201,0.0,0.0,0.0,0.0,357.97394042492886
4,201,0.0,0.0,0.0,0.0,465.20000000008883
5,201,0.0,0.0,0.0,0.0,577.5802175095642
6,201,0.0,0.0,0.0,0.0,425.136300855462
7,201,0.0,0.0,0.0,0.0,256.7647945546844
8,201,0.0,0.0,0.0,0.0,478.6
9,201,0.0,0.0,0.0,0.0,366.96918472641767
0,202,0.0,0.0,0.0,0.0,486.2974651084233
1,202,0.0,0.0,0.0,0.0,417.6
2,202,0.0,0.0,0.0,0.0,472.1789567626771
3,202,0.0,0.0,0.0,0.0,357.97394042492886
4,202,0.0,0.0,0.0,0.0,465.20000000008883
5,202,0.0,0.0,0.0,0.0,577.5802175095642
6,202,0.0,0.0,0.0,0.0,425.136300855462
7,202,0.0,0.0,0.0,0.0,256.7647945546844
8,202,0.0,0.0,0.0,0.0,478.6
9,202,0.0,0.0,0.0,0.0,366.96918472641767
0,203,0.0,0.0,0.0,0.0,486.2974651084233
1,203,0.0,0.0,0.0,0.0,417.6
2,203,0.0,0.0,0.0,0.0,472.1789567626771
3,203,0.0,0.0,0.0,0.0,357.97394042492886
4,203,0.0,0.0,0.0,0.0,465.20000000008883
5,203,0.0,0.0,0.0,0.0,577.5802175095642
6,203,0.0,0.0,0.0,0.0,425.136300855462
7,203,0.0,0.0,0.0,0.0,256.7647945546844
8,203,0.0,0.0,0.0,0.0,478.6
9,203,0.0,0.0,0.0,0.0,366.96918472641767
0,204,0.0,0.0,0.0,0.0,486.2974651084233
1,204,0.0,0.0,0.0,0.0,417.6
2,204,0.0,0.0,0.0,0.0,472.1789567626771
3,204,0.0,0.0,0.0,0.0,357.97394042492886
4,204,0.0,0.0,0.0,0.0,465.20000000008883
5,204,0.0,0.0,0.0,0.0,577.5802175095642
6,204,0.0,0.0,0.0,0.0,425.136300855462
7,204,0.0,0.0,0.0,0.0,256.7647945546844
8,204,0.0,0.0,0.0,0.0,478.6
9,204,0.0,0.0,0.0,0.0,366.96918472641767
0,205,0.0,0.0,0.0,0.0,486.2974651084233
1,205,0.0,0.0,0.0,0.0,417.6
2,205,0.0,0.0,0.0,0.0,472.1789567626771
3,205,0.0,0.0,0.0,0.0,357.97394042492886
4,205,0.0,0.0,0.0,0.0,465.20000000008883
5,205,0.0,0.0,0.0,0.0,577.5802175095642
6,205,0.0,0.0,0.0,0.0,425.136300855462
7,205,0.0,0.0,0.0,0.0,256.7647945546844
8,205,0.0,0.0,0.0,0.0,478.6
9,205,0.0,0.0,0.0,0.0,366.96918472641767
0,206,0.0,0.0,0.0,0.0,486.2974651084233
1,206,0.0,0.0,0.0,0.0,417.6
2,206,0.0,0.0,0.0,0.0,472.1789567626771
3,206,0.0,0.0,0.0,0.0,357.97394042492886
4,206,0.0,0.0,0.0,0.0,465.20000000008883
5,206,0.0,0.0,0.0,0.0,577.5802175095642
6,206,0.0,0.0,0.0,0.0,425.136300855462
7,206,0.0,0.0,0.0,0.0,256.7647945546844
8,206,0.0,0.0,0.0,0.0,478.6
9,206,0.0,0.0,0.0,0.0,366.96918472641767
0,207,0.0,0.0,0.0,0.0,486.2974651084233
1,207,0.0,0.0,0.0,0.0,417.6
2,207,0.0,0.0,0.0,0.0,472.1789567626771
3,207,0.0,0.0,0.0,0.0,357.97394042492886
4,207,0.0,0.0,0.0,0.0,465.20000000008883
5,207,0.0,0.0,0.0,0.0,577.5802175095642
6,207,0.0,0.0,0.0,0.0,425.136300855462
7,207,0.0,0.0,0.0,0.0,256.7647945546844
8,207,7.320998681552254,0.0,7.320998681552254,0.0,478.6
9,207,0.0,0.0,0.0,0.0,366.96918472641767
0,208,0.0,0.0,0.0,0.0,486.2974651084233
1,208,0.0,0.0,0.0,0.0,417.6
2,208,0.0,0.0,0.0,0.0,472.1789567626771
3,208,0.0,0.0,0.0,0.0,357.97394042492886
4,208,0.0,0.0,0.0,0.0,465.20000000008883
5,208,0.0,0.0,0.0,0.0,577.5802175095642
6,208,0.0,0.0,0.0,0.0,425.136300855462
7,208,0.0,0.0,0.0,0.0,256.7647945546844
8,208,0.0,0.0,0.0,0.0,480.3204346901648
9,208,0.0,0.0,0.0,0.0,366.96918472641767
0,209,0.0,0.0,0.0,0.0,486.2974651084233
1,209,0.0,0.0,0.0,0.0,417.6
2,209,0.0,0.0,0.0,0.0,472.1789567626771
3,209,0.0,0.0,0.0,0.0,357.97394042492886
4,209,0.0,0.0,0.0,0.0,465.20000000008883
5,209,0.0,0.0,0.0,0.0,577.5802175095642
6,209,0.0,0.0,0.0,0.0,425.136300855462
7,209,0.0,0.0,0.0,0.0,256.7647945546844
8,209,0.0,0.0,0.0,0.0,480.3204346901648
9,209,0.0,0.0,0.0,0.0,366.96918472641767
0,210,0.0,0.0,0.0,0.0,486.2974651084233
1,210,0.0,0.0,0.0,0.0,417.6
2,210,0.0,0.0,0.0,0.0,472.1789567626771
3,210,0.0,0.0,0.0,0.0,357.97394042492886
4,210,0.0,0.0,0.0,0.0,465.20000000008883
5,210,0.0,0.0,0.0,0.0,577.5802175095642
6,210,0.0,0.0,0.0,0.0,425.136300855462
7,210,0.0,0.0,0.0,0.0,256.7647945546844
8,210,0.0,0.0,0.0,0.0,480.3204346901648
9,210,0.0,0.0,0.0,0.0,366.96918472641767
0,211,0.0,0.0,0.0,0.0,486.2974651084233
1,211,0.0,0.0,0.0,0.0,417.6
2,211,0.0,0.0,0.0,0.0,472.1789567626771
3,211,0.0,0.0,0.0,0.0,357.97394042492886
4,211,0.0,0.0,0.0,0.0,465.20000000008883
5,211,0.0,0.0,0.0,0.0,577.5802175095642
6,211,0.0,0.0,0.0,0.0,425.136300855462
7,211,0.0,0.0,0.0,0.0,256.7647945546844
8,211,0.0,0.0,0.0,0.0,480.3204346901648
9,211,0.0,0.0,0.0,0.0,366.96918472641767
0,212,0.0,0.0,0.0,0.0,486.2974651084233
1,212,0.0,0.0,0.0,0.0,417.6
2,212,0.0,0.0,0.0,0.0,472.1789567626771
3,212,0.0,0.0,0.0,0.0,357.97394042492886
4,212,0.0,0.0,0.0,0.0,465.20000000008883
5,212,0.0,0.0,0.0,0.0,577.5802175095642
6,212,0.0,0.0,0.0,0.0,425.136300855462
7,212,0.0,0.0,0.0,0.0,256.7647945546844
8,212,0.0,0.0,0.0,0.0,480.3204346901648
9,212,0.0,0.0,0.0,0.0,366.96918472641767
0,213,0.0,0.0,0.0,0.0,486.2974651084233
1,213,0.0,0.0,0.0,0.0,417.6
2,213,0.0,0.0,0.0,0.0,472.1789567626771
3,213,0.0,0.0,0.0,0.0,357.97394042492886
4,213,0.0,0.0,0.0,0.0,465.20000000008883
5,213,0.0,0.0,0.0,0.0,577.5802175095642
6,213,0.0,0.0,0.0,0.0,425.136300855462
7,213,0.0,0.0,0.0,0.0,256.7647945546844
8,213,0.0,0.0,0.0,0.0,480.3204346901648
9,213,0.0,0.0,0.0,0.0,366.96918472641767
0,214,0.0,0.0,0.0,0.0,486.2974651084233
1,214,0.0,0.0,0.0,0.0,417.6
2,214,0.0,0.0,0.0,0.0,472.1789567626771
3,214,0.0,0.0,0.0,0.0,357.97394042492886
4,214,0.0,0.0,0.0,0.0,465.20000000008883
5,214,0.0,0.0,0.0,0.0,577.5802175095642
6,214,0.0,0.0,0.0,0.0,425.136300855462
7,214,0.0,0.0,0.0,0.0,256.7647945546844
8,214,0.0,0.0,0.0,0.0,480.3204346901648
9,214,0.0,0.0,0.0,0.0,366.96918472641767
0,215,0.0,0.0,0.0,0.0,486.2974651084233
1,215,0.0,0.0,0.0,0.0,417.6
2,215,0.0,0.0,0.0,0.0,472.1789567626771
3,215,0.0,0.0,0.0,0.0,357.97394042492886
4,215,0.0,0.0,0.0,0.0,465.20000000008883
5,215,0.0,0.0,0.0,0.0,577.5802175095642
6,215,0.0,0.0,0.0,0.0,425.136300855462
7,215,0.0,0.0,0.0,0.0,256.7647945546844
8,215,0.0,0.0,0.0,0.0,480.3204346901648
9,215,0.0,0.0,0.0,0.0,366.96918472641767
0,216,0.0,0.0,0.0,0.0,486.2974651084233
1,216,0.0,0.0,0.0,0.0,417.6
2,216,0.0,0.0,0.0,0.0,472.1789567626771
3,216,0.0,0.0,0.0,0.0,357.97394042492886
4,216,0.0,0.0,0.0,0.0,465.20000000008883
5,216,0.0,0.0,0.0,0.0,577.5802175095642
6,216,0.0,0.0,0.0,0.0,425.136300855462
7,216,0.0,0.0,0.0,0.0,256.7647945546844
8,216,0.0,0.0,0.0,0.0,480.3204346901648
9,216,0.0,0.0,0.0,0.0,366.96918472641767
0,217,0.0,0.0,0.0,0.0,486.2974651084233
1,217,0.0,0.0,0.0,0.0,417.6
2,217,0.0,0.0,0.0,0.0,472.1789567626771
3,217,0.0,0.0,0.0,0.0,357.97394042492886
4,217,0.0,0.0,0.0,0.0,465.20000000008883
5,217,0.0,0.0,0.0,0.0,577.5802175095642
6,217,0.0,0.0,0.0,0.0,425.136300855462
7,217,0.0,0.0,0.0,0.0,256.7647945546844
8,217,0.0,0.0,0.0,0.0,480.3204346901648
9,217,0.0,0.0,0.0,0.0,366.96918472641767
0,218,0.0,0.0,0.0,0.0,486.2974651084233
1,218,0.0,0.0,0.0,0.0,417.6
2,218,0.0,0.0,0.0,0.0,472.1789567626771
3,218,0.0,0.0,0.0,0.0,357.97394042492886
4,218,0.0,0.0,0.0,0.0,465.20000000008883
5,218,17.02127333783106,17.02127333783106,0.0,0.0,577.5802175095642
6,218,0.0,0.0,0.0,0.0,425.136300855462
7,218,0.0,0.0,0.0,0.0,256.7647945546844
8,218,0.0,0.0,0.0,0.0,480.3204346901648
9,218,0.0,0.0,0.0,0.0,366.96918472641767
0,219,0.0,0.0,0.0,0.0,486.2974651084233
1,219,0.0,0.0,0.0,0.0,417.6
2,219,0.0,0.0,0.0,0.0,472.1789567626771
3,219,0.0,0.0,0.0,0.0,357.97394042492886
4,219,0.0,0.0,0.0,0.0,465.20000000008883
5,219,17.02127333783106,17.02127333783106,0.0,0.0,581.5802167439546
6,219,0.0,0.0,0.0,0.0,425.136300855462
7,219,0.0,0.0,0.0,0.0,256.7647945546844
8,219,0.0,0.0,0.0,0.0,480.3204346901648
9,219,0.0,0.0,0.0,0.0,366.96918472641767
0,220,0.0,0.0,0.0,0.0,486.2974651084233
1,220,0.0,0.0,0.0,0.0,417.6
2,220,0.0,0.0,0.0,0.0,472.1789567626771
3,220,0.0,0.0,0.0,0.0,357.97394042492886
4,220,0.0,0.0,0.0,0.0,465.20000000008883
5,220,40.59428056232457,40.59428056232457,0.0,0.0,585.5802159783449
6,220,0.0,0.0,0.0,0.0,425.136300855462
7,220,0.0,0.0,0.0,0.0,256.7647945546844
8,220,0.0,0.0,0.0,0.0,480.3204346901648
9,220,0.0,0.0,0.0,0.0,366.96918472641767
0,221,0.0,0.0,0.0,0.0,486.2974651084233
1,221,0.0,0.0,0.0,0.0,417.6
2,221,0.0,0.0,0.0,0.0,472.1789567626771
3,221,0.0,0.0,0.0,0.0,357.97394042492886
4,221,0.0,0.0,0.0,0.0,465.20000000008883
5,221,40.59428056232457,40.59428056232457,0.0,0.0,595.1198719104912
6,221,0.0,0.0,0.0,0.0,425.136300855462
7,221,0.0,0.0,0.0,0.0,256.7647945546844
8,221,0.0,0.0,0.0,0.0,480.3204346901648
9,221,0.0,0.0,0.0,0.0,366.96918472641767
0,222,0.0,0.0,0.0,0.0,486.2974651084233
1,222,0.0,0.0,0.0,0.0,417.6
2,222,66.747577232984,66.747577232984,0.0,0.0,472.1789567626771
3,222,0.0,0.0,0.0,0.0,357.97394042492886
4,222,0.0,0.0,0.0,0.0,465.20000000008883
5,222,0.0,0.0,0.0,0.0,604.6595278426374
6,222,0.0,0.0,0.0,0.0,425.136300855462
7,222,0.0,0.0,0.0,0.0,256.7647945546844
8,222,0.0,0.0,0.0,0.0,480.3204346901648
9,222,0.0,0.0,0.0,0.0,366.96918472641767
0,223,0.0,0.0,0.0,0.0,486.2974651084233
1,223,0.0,0.0,0.0,0.0,417.6
2,223,66.747577232984,66.747577232984,0.0,0.0,487.86463741242835
3,223,0.0,0.0,0.0,0.0,357.97394042492886
4,223,0.0,0.0,0.0,0.0,465.20000000008883
5,223,0.0,0.0,0.0,0.0,604.6595278426374
6,223,0.0,0.0,0.0,0.0,425.136300855462
7,223,0.0,0.0,0.0,0.0,256.7647945546844
8,223,0.0,0.0,0.0,0.0,480.3204346901648
9,223,0.0,0.0,0.0,0.0,366.96918472641767
0,224,0.0,0.0,0.0,0.0,486.2974651084233
1,224,0.0,0.0,0.0,0.0,417.6
2,224,75.0,75.0,0.0,0.0,503.5503180621796
3,224,0.0,0.0,0.0,0.0,357.97394042492886
4,224,0.0,0.0,0.0,0.0,465.20000000008883
5,224,18.74455399094701,18.74455399094701,0.0,0.0,604.6595278426374
6,224,0.0,0.0,0.0,0.0,425.136300855462
7,224,0.0,0.0,0.0,0.0,256.7647945546844
8,224,0.0,0.0,0.0,0.0,480.3204346901648
9,224,0.0,0.0,0.0,0.0,366.96918472641767
0,225,0.0,0.0,0.0,0.0,486.2974651084233
1,225,0.0,0.0,0.0,0.0,417.6
2,225,75.0,75.0,0.0,0.0,521.1753180621796
3,225,0.0,0.0,0.0,0.0,357.97394042492886
4,225,0.0,0.0,0.0,0.0,364.8000000000888
5,225,18.74455399094768,18.74455399094701,0.0,0.0,609.06449803051
6,225,0.0,0.0,0.0,0.0,425.136300855462
7,225,0.0,0.0,0.0,0.0,256.7647945546844
8,225,0.0,0.0,0.0,0.0,480.3204346901648
9,225,0.0,0.0,0.0,0.0,366.96918472641767
0,226,45.51150805730235,45.51150805730235,0.0,0.0,486.2974651084233
1,226,0.0,0.0,0.0,0.0,417.6
2,226,75.0,75.0,0.0,0.0,538.8003180621796
3,226,0.0,0.0,0.0,0.0,357.97394042492886
4,226,0.0,0.0,0.0,0.0,364.8000000000888
5,226,0.0,0.0,0.0,0.0,613.4694682183826
6,226,0.0,0.0,0.0,0.0,425.136300855462
7,226,0.0,0.0,0.0,0.0,256.7647945546844
8,226,0.0,0.0,0.0,0.0,480.3204346901648
9,226,0.0,0.0,0.0,0.0,366.96918472641767
0,227,45.51150805730231,45.51150805730235,0.0,0.0,496.99266950188934
1,227,0.0,0.0,0.0,0.0,417.6
2,227,75.0,75.0,0.0,0.0,556.4253180621796
3,227,0.0,0.0,0.0,0.0,357.97394042492886
4,227,0.0,0.0,0.0,0.0,364.8000000000888
5,227,0.0,0.0,0.0,0.0,613.4694682183826
6,227,0.0,0.0,0.0,0.0,216.13630085546203
7,227,0.0,0.0,0.0,0.0,256.7647945546844
8,227,0.0,0.0,0.0,0.0,480.3204346901648
9,227,0.0,0.0,0.0,0.0,366.96918472641767
0,228,0.0,0.0,0.0,0.0,507.6878738953554
1,228,0.0,0.0,0.0,0.0,417.6
2,228,70.49697350424088,70.49697350424088,0.0,0.0,574.0503180621796
3,228,0.0,0.0,0.0,0.0,357.97394042492886
4,228,0.0,0.0,0.0,0.0,364.8000000000888
5,228,0.0,0.0,0.0,0.0,613.4694682183826
6,228,0.0,0.0,0.0,0.0,216.13630085546203
7,228,75.0,75.0,0.0,0.0,256.7647945546844
8,228,0.0,0.0,0.0,0.0,480.3204346901648
9,228,0.0,0.0,0.0,0.0,366.96918472641767
0,229,0.0,0.0,0.0,0.0,507.6878738953554
1,229,0.0,0.0,0.0,0.0,417.6
2,229,70.49697350424088,70.49697350424088,0.0,0.0,590.6171068356762
3,229,0.0,0.0,0.0,0.0,266.77394042492887
4,229,0.0,0.0,0.0,0.0,364.8000000000888
5,229,0.0,0.0,0.0,0.0,613.4694682183826
6,229,0.0,0.0,0.0,0.0,216.13630085546205
7,229,75.0,75.0,0.0,0.0,274.3897945546844
8,229,0.0,0.0,0.0,0.0,480.3204346901648
9,229,0.0,0.0,0.0,0.0,266.5691847264177
0,230,18.732683584471857,18.732683584471857,0.0,0.0,507.6878738953554
1,230,0.0,0.0,0.0,0.0,417.6
2,230,75.0,75.0,0.0,0.0,607.1838956091727
3,230,0.0,0.0,0.0,0.0,266.77394042492887
4,230,0.0,0.0,0.0,0.0,364.8000000000888
5,230,0.0,0.0,0.0,0.0,613.4694682183826
6,230,0.0,0.0,0.0,0.0,216.13630085546205
7,230,75.0,75.0,0.0,0.0,292.0147945546844
8,230,0.0,0.0,0.0,0.0,480.3204346901648
9,230,0.0,0.0,0.0,0.0,266.5691847264177
0,231,18.732683584471857,18.732683584471857,0.0,0.0,512.0900545377062
1,231,0.0,0.0,0.0,0.0,417.6
2,231,0.0,0.0,0.0,0.0,624.8088956091727
3,231,0.0,0.0,0.0,0.0,266.77394042492887
4,231,0.0,0.0,0.0,0.0,364.8000000000888
5,231,0.0,0.0,0.0,0.0,613.4694682183826
6,231,75.0,75.0,0.0,0.0,216.13630085546205
7,231,75.0,75.0,0.0,0.0,309.6397945546844
8,231,0.0,0.0,0.0,0.0,480.3204346901648
9,231,0.0,0.0,0.0,0.0,266.5691847264177
0,232,38.318950652868864,38.318950652868864,0.0,0.0,516.4922351800572
1,232,0.0,0.0,0.0,0.0,417.6
2,232,0.0,0.0,0.0,0.0,624.8088956091727
3,232,0.0,0.0,0.0,0.0,266.77394042492887
4,232,0.0,0.0,0.0,0.0,364.8000000000888
5,232,0.0,0.0,0.0,0.0,613.4694682183826
6,232,75.0,75.0,0.0,0.0,233.76130085546205
7,232,75.0,75.0,0.0,0.0,327.2647945546844
