bus,time,powerCB,solarPowToB,gridPowToB,mainPowToB,eB
1,366,0.0,0.0,0.0,0.0,455.5
2,366,0.0,0.0,0.0,0.0,454.78631554080096
3,366,0.0,0.0,0.0,0.0,295.38544116519284
4,366,0.0,0.0,0.0,0.0,276.69515089174934
5,366,0.0,0.0,0.0,0.0,663.6173630327996
6,366,0.0,0.0,0.0,0.0,538.7629670943364
7,366,0.0,0.0,0.0,0.0,239.71479455468446
8,366,0.0,0.0,0.0,0.0,306.89543469016473
9,366,0.0,0.0,0.0,0.0,599.9348516792778
0,367,0.0,0.0,0.0,0.0,467.714198331955
1,367,0.0,0.0,0.0,0.0,455.5
2,367,0.0,0.0,0.0,0.0,454.78631554080096
3,367,0.0,0.0,0.0,0.0,295.38544116519284
4,367,0.0,0.0,0.0,0.0,276.69515089174934
5,367,0.0,0.0,0.0,0.0,663.6173630327996
6,367,0.0,0.0,0.0,0.0,538.7629670943364
7,367,0.0,0.0,0.0,0.0,239.71479455468446
8,367,0.0,0.0,0.0,0.0,306.89543469016473
9,367,0.0,0.0,0.0,0.0,599.9348516792778
0,368,0.0,0.0,0.0,0.0,467.714198331955
1,368,0.0,0.0,0.0,0.0,455.5
2,368,0.0,0.0,0.0,0.0,454.78631554080096
3,368,0.0,0.0,0.0,0.0,295.38544116519284
4,368,0.0,0.0,0.0,0.0,276.69515089174934
5,368,0.0,0.0,0.0,0.0,663.6173630327996
6,368,0.0,0.0,0.0,0.0,538.7629670943364
7,368,0.0,0.0,0.0,0.0,239.71479455468446
8,368,0.0,0.0,0.0,0.0,306.89543469016473
9,368,0.0,0.0,0.0,0.0,599.9348516792778
0,369,0.0,0.0,0.0,0.0,467.714198331955
1,369,0.0,0.0,0.0,0.0,455.5
2,369,0.0,0.0,0.0,0.0,454.78631554080096
3,369,0.0,0.0,0.0,0.0,295.38544116519284
4,369,0.0,0.0,0.0,0.0,276.69515089174934
5,369,0.0,0.0,0.0,0.0,467.21736303279965
6,369,0.0,0.0,0.0,0.0,538.7629670943364
7,369,0.0,0.0,0.0,0.0,239.71479455468446
8,369,0.0,0.0,0.0,0.0,306.89543469016473
9,369,0.0,0.0,0.0,0.0,599.9348516792778
0,370,0.0,0.0,0.0,0.0,467.714198331955
1,370,0.0,0.0,0.0,0.0,455.5
2,370,0.0,0.0,0.0,0.0,454.78631554080096
3,370,0.0,0.0,0.0,0.0,295.38544116519284
4,370,0.0,0.0,0.0,0.0,276.69515089174934
5,370,0.0,0.0,0.0,0.0,467.21736303279965
6,370,0.0,0.0,0.0,0.0,538.7629670943364
7,370,0.0,0.0,0.0,0.0,239.71479455468446
8,370,0.0,0.0,0.0,0.0,306.89543469016473
9,370,0.0,0.0,0.0,0.0,599.9348516792778
0,371,0.0,0.0,0.0,0.0,467.714198331955
1,371,0.0,0.0,0.0,0.0,455.5
2,371,0.0,0.0,0.0,0.0,454.78631554080096
3,371,0.0,0.0,0.0,0.0,295.38544116519284
4,371,0.0,0.0,0.0,0.0,276.69515089174934
5,371,0.0,0.0,0.0,0.0,467.21736303279965
6,371,0.0,0.0,0.0,0.0,538.7629670943364
7,371,0.0,0.0,0.0,0.0,239.71479455468446
8,371,0.0,0.0,0.0,0.0,306.89543469016473
9,371,0.0,0.0,0.0,0.0,599.9348516792778
0,372,0.0,0.0,0.0,0.0,467.714198331955
1,372,0.0,0.0,0.0,0.0,455.5
2,372,0.0,0.0,0.0,0.0,454.78631554080096
3,372,0.0,0.0,0.0,0.0,295.38544116519284
4,372,0.0,0.0,0.0,0.0,276.69515089174934
5,372,0.0,0.0,0.0,0.0,467.21736303279965
6,372,0.0,0.0,0.0,0.0,538.7629670943364
7,372,0.0,0.0,0.0,0.0,239.71479455468446
8,372,0.0,0.0,0.0,0.0,306.89543469016473
9,372,0.0,0.0,0.0,0.0,599.9348516792778
0,373,0.0,0.0,0.0,0.0,467.714198331955
1,373,0.0,0.0,0.0,0.0,455.5
2,373,0.0,0.0,0.0,0.0,454.78631554080096
3,373,0.0,0.0,0.0,0.0,295.38544116519284
4,373,0.0,0.0,0.0,0.0,276.69515089174934
5,373,0.0,0.0,0.0,0.0,467.21736303279965
6,373,0.0,0.0,0.0,0.0,538.7629670943364
7,373,0.0,0.0,0.0,0.0,239.71479455468446
8,373,0.0,0.0,0.0,0.0,306.89543469016473
9,373,0.0,0.0,0.0,0.0,599.9348516792778
0,374,0.0,0.0,0.0,0.0,467.714198331955
1,374,0.0,0.0,0.0,0.0,455.5
2,374,0.0,0.0,0.0,0.0,454.78631554080096
3,374,0.0,0.0,0.0,0.0,295.38544116519284
4,374,0.0,0.0,0.0,0.0,276.69515089174934
5,374,0.0,0.0,0.0,0.0,467.21736303279965
6,374,0.0,0.0,0.0,0.0,538.7629670943364
7,374,0.0,0.0,0.0,0.0,239.71479455468446
8,374,0.0,0.0,0.0,0.0,306.89543469016473
9,374,0.0,0.0,0.0,0.0,599.9348516792778
0,375,0.0,0.0,0.0,0.0,467.714198331955
1,375,0.0,0.0,0.0,0.0,455.5
2,375,0.0,0.0,0.0,0.0,454.78631554080096
3,375,0.0,0.0,0.0,0.0,295.38544116519284
4,375,0.0,0.0,0.0,0.0,276.69515089174934
5,375,0.0,0.0,0.0,0.0,467.21736303279965
6,375,0.0,0.0,0.0,0.0,538.7629670943364
7,375,0.0,0.0,0.0,0.0,239.71479455468446
8,375,0.0,0.0,0.0,0.0,306.89543469016473
9,375,0.0,0.0,0.0,0.0,599.9348516792778
0,376,0.0,0.0,0.0,0.0,467.714198331955
1,376,0.0,0.0,0.0,0.0,455.5
2,376,0.0,0.0,0.0,0.0,454.78631554080096
3,376,0.0,0.0,0.0,0.0,295.38544116519284
4,376,0.0,0.0,0.0,0.0,276.69515089174934
5,376,0.0,0.0,0.0,0.0,467.21736303279965
6,376,0.0,0.0,0.0,0.0,538.7629670943364
7,376,0.0,0.0,0.0,0.0,239.71479455468446
8,376,0.0,0.0,0.0,0.0,306.89543469016473
9,376,0.0,0.0,0.0,0.0,599.9348516792778
0,377,0.0,0.0,0.0,0.0,467.714198331955
1,377,0.0,0.0,0.0,0.0,455.5
2,377,0.0,0.0,0.0,0.0,454.78631554080096
3,377,0.0,0.0,0.0,0.0,295.38544116519284
4,377,0.0,0.0,0.0,0.0,276.69515089174934
5,377,0.0,0.0,0.0,0.0,467.21736303279965
6,377,0.0,0.0,0.0,0.0,538.7629670943364
7,377,0.0,0.0,0.0,0.0,239.71479455468446
8,377,0.0,0.0,0.0,0.0,306.89543469016473
9,377,0.0,0.0,0.0,0.0,599.9348516792778
0,378,0.0,0.0,0.0,0.0,467.714198331955
1,378,0.0,0.0,0.0,0.0,455.5
2,378,0.0,0.0,0.0,0.0,454.78631554080096
3,378,0.0,0.0,0.0,0.0,295.38544116519284
4,378,0.0,0.0,0.0,0.0,276.69515089174934
5,378,0.0,0.0,0.0,0.0,467.21736303279965
6,378,0.0,0.0,0.0,0.0,538.7629670943364
7,378,0.0,0.0,0.0,0.0,239.71479455468446
8,378,0.0,0.0,0.0,0.0,306.89543469016473
9,378,0.0,0.0,0.0,0.0,599.9348516792778
0,379,0.0,0.0,0.0,0.0,467.714198331955
1,379,0.0,0.0,0.0,0.0,455.5
2,379,0.0,0.0,0.0,0.0,454.78631554080096
3,379,0.0,0.0,0.0,0.0,295.38544116519284
4,379,0.0,0.0,0.0,0.0,276.69515089174934
5,379,0.0,0.0,0.0,0.0,467.21736303279965
6,379,0.0,0.0,0.0,0.0,538.7629670943364
7,379,0.0,0.0,0.0,0.0,239.71479455468446
8,379,0.0,0.0,0.0,0.0,306.89543469016473
9,379,0.0,0.0,0.0,0.0,599.9348516792778
0,380,0.0,0.0,0.0,0.0,467.714198331955
1,380,0.0,0.0,0.0,0.0,455.5
2,380,0.0,0.0,0.0,0.0,454.78631554080096
3,380,0.0,0.0,0.0,0.0,295.38544116519284
4,380,0.0,0.0,0.0,0.0,276.69515089174934
5,380,0.0,0.0,0.0,0.0,467.21736303279965
6,380,0.0,0.0,0.0,0.0,538.7629670943364
7,380,0.0,0.0,0.0,0.0,239.71479455468446
8,380,0.0,0.0,0.0,0.0,306.89543469016473
9,380,0.0,0.0,0.0,0.0,599.9348516792778
0,381,0.0,0.0,0.0,0.0,467.714198331955
1,381,0.0,0.0,0.0,0.0,455.5
2,381,0.0,0.0,0.0,0.0,454.78631554080096
3,381,0.0,0.0,0.0,0.0,295.38544116519284
4,381,0.0,0.0,0.0,0.0,276.69515089174934
5,381,0.0,0.0,0.0,0.0,467.21736303279965
6,381,0.0,0.0,0.0,0.0,538.7629670943364
7,381,0.0,0.0,0.0,0.0,239.71479455468446
8,381,0.0,0.0,0.0,0.0,306.89543469016473
9,381,0.0,0.0,0.0,0.0,599.9348516792778
0,382,0.0,0.0,0.0,0.0,467.714198331955
1,382,0.0,0.0,0.0,0.0,455.5
2,382,0.0,0.0,0.0,0.0,454.78631554080096
3,382,0.0,0.0,0.0,0.0,295.38544116519284
4,382,0.0,0.0,0.0,0.0,276.69515089174934
5,382,0.0,0.0,0.0,0.0,467.21736303279965
6,382,0.0,0.0,0.0,0.0,538.7629670943364
7,382,0.0,0.0,0.0,0.0,239.71479455468446
8,382,0.0,0.0,0.0,0.0,306.89543469016473
9,382,0.0,0.0,0.0,0.0,599.9348516792778
0,383,0.0,0.0,0.0,0.0,467.714198331955
1,383,0.0,0.0,0.0,0.0,455.5
2,383,0.0,0.0,0.0,0.0,454.78631554080096
3,383,0.0,0.0,0.0,0.0,295.38544116519284
4,383,0.0,0.0,0.0,0.0,276.69515089174934
5,383,0.0,0.0,0.0,0.0,467.21736303279965
6,383,0.0,0.0,0.0,0.0,538.7629670943364
7,383,0.0,0.0,0.0,0.0,239.71479455468446
8,383,0.0,0.0,0.0,0.0,306.89543469016473
9,383,0.0,0.0,0.0,0.0,599.9348516792778
0,384,0.0,0.0,0.0,0.0,467.714198331955
1,384,0.0,0.0,0.0,0.0,455.5
2,384,0.0,0.0,0.0,0.0,454.78631554080096
3,384,0.0,0.0,0.0,0.0,295.38544116519284
4,384,75.0,0.0,75.0,0.0,276.69515089174934
5,384,0.0,0.0,0.0,0.0,467.21736303279965
6,384,0.0,0.0,0.0,0.0,538.7629670943364
7,384,0.0,0.0,0.0,0.0,239.71479455468446
8,384,0.0,0.0,0.0,0.0,306.89543469016473
9,384,0.0,0.0,0.0,0.0,599.9348516792778
0,385,0.0,0.0,0.0,0.0,467.714198331955
1,385,0.0,0.0,0.0,0.0,455.5
2,385,0.0,0.0,0.0,0.0,454.78631554080096
3,385,0.0,0.0,0.0,0.0,295.38544116519284
4,385,75.0,0.0,75.0,0.0,294.32015089174934
5,385,0.0,0.0,0.0,0.0,467.21736303279965
6,385,0.0,0.0,0.0,0.0,538.7629670943364
7,385,0.0,0.0,0.0,0.0,239.71479455468446
8,385,0.0,0.0,0.0,0.0,306.89543469016473
9,385,0.0,0.0,0.0,0.0,599.9348516792778
0,386,0.0,0.0,0.0,0.0,467.714198331955
1,386,75.0,0.0,75.0,0.0,455.5
2,386,0.0,0.0,0.0,0.0,454.78631554080096
3,386,0.0,0.0,0.0,0.0,295.38544116519284
4,386,75.0,0.0,75.0,0.0,311.94515089174934
5,386,0.0,0.0,0.0,0.0,467.21736303279965
6,386,0.0,0.0,0.0,0.0,538.7629670943364
7,386,0.0,0.0,0.0,0.0,239.71479455468446
8,386,0.0,0.0,0.0,0.0,306.89543469016473
9,386,0.0,0.0,0.0,0.0,599.9348516792778
0,387,0.0,0.0,0.0,0.0,467.714198331955
1,387,75.0,0.0,75.0,0.0,473.125
2,387,0.0,0.0,0.0,0.0,454.78631554080096
3,387,0.0,0.0,0.0,0.0,295.38544116519284
4,387,75.0,0.0,75.0,0.0,329.57015089174934
5,387,0.0,0.0,0.0,0.0,467.21736303279965
6,387,0.0,0.0,0.0,0.0,538.7629670943364
7,387,0.0,0.0,0.0,0.0,239.71479455468446
8,387,0.0,0.0,0.0,0.0,306.89543469016473
9,387,0.0,0.0,0.0,0.0,599.9348516792778
0,388,0.0,0.0,0.0,0.0,467.714198331955
1,388,75.0,0.0,75.0,0.0,490.75
2,388,0.0,0.0,0.0,0.0,454.78631554080096
3,388,0.0,0.0,0.0,0.0,295.38544116519284
4,388,75.0,0.0,75.0,0.0,347.19515089174934
5,388,0.0,0.0,0.0,0.0,467.21736303279965
6,388,0.0,0.0,0.0,0.0,538.7629670943364
7,388,0.0,0.0,0.0,0.0,239.71479455468446
8,388,0.0,0.0,0.0,0.0,306.89543469016473
9,388,0.0,0.0,0.0,0.0,599.9348516792778
0,389,0.0,0.0,0.0,0.0,467.714198331955
1,389,75.0,0.0,75.0,0.0,508.375
2,389,0.0,0.0,0.0,0.0,454.78631554080096
3,389,0.0,0.0,0.0,0.0,295.38544116519284
4,389,75.0,0.0,75.0,0.0,364.82015089174934
5,389,0.0,0.0,0.0,0.0,467.21736303279965
6,389,0.0,0.0,0.0,0.0,538.7629670943364
7,389,0.0,0.0,0.0,0.0,239.71479455468446
8,389,0.0,0.0,0.0,0.0,306.89543469016473
9,389,0.0,0.0,0.0,0.0,599.9348516792778
0,390,0.0,0.0,0.0,0.0,467.714198331955
1,390,75.0,0.0,75.0,0.0,526.0
2,390,0.0,0.0,0.0,0.0,454.78631554080096
3,390,0.0,0.0,0.0,0.0,295.38544116519284
4,390,75.0,0.0,75.0,0.0,382.44515089174934
5,390,0.0,0.0,0.0,0.0,467.21736303279965
6,390,0.0,0.0,0.0,0.0,538.7629670943364
7,390,0.0,0.0,0.0,0.0,239.71479455468446
8,390,0.0,0.0,0.0,0.0,306.89543469016473
9,390,0.0,0.0,0.0,0.0,599.9348516792778
0,391,0.0,0.0,0.0,0.0,467.714198331955
1,391,75.0,0.0,75.0,0.0,543.625
2,391,0.0,0.0,0.0,0.0,454.78631554080096
3,391,0.0,0.0,0.0,0.0,295.38544116519284
4,391,75.0,0.0,75.0,0.0,400.07015089174934
5,391,0.0,0.0,0.0,0.0,467.21736303279965
6,391,0.0,0.0,0.0,0.0,538.7629670943364
7,391,0.0,0.0,0.0,0.0,239.71479455468446
8,391,0.0,0.0,0.0,0.0,306.89543469016473
9,391,0.0,0.0,0.0,0.0,599.9348516792778
0,392,0.0,0.0,0.0,0.0,467.714198331955
1,392,75.0,0.0,75.0,0.0,561.25
2,392,0.0,0.0,0.0,0.0,454.78631554080096
3,392,0.0,0.0,0.0,0.0,295.38544116519284
4,392,75.0,0.0,75.0,0.0,417.69515089174934
5,392,0.0,0.0,0.0,0.0,467.21736303279965
6,392,0.0,0.0,0.0,0.0,538.7629670943364
7,392,0.0,0.0,0.0,0.0,239.71479455468446
8,392,0.0,0.0,0.0,0.0,306.89543469016473
9,392,0.0,0.0,0.0,0.0,599.9348516792778
0,393,0.0,0.0,0.0,0.0,467.714198331955
1,393,0.0,0.0,0.0,0.0,578.875
2,393,0.0,0.0,0.0,0.0,454.78631554080096
3,393,0.0,0.0,0.0,0.0,295.38544116519284
4,393,75.0,0.0,75.0,0.0,435.32015089174934
5,393,0.0,0.0,0.0,0.0,467.21736303279965
6,393,0.0,0.0,0.0,0.0,538.7629670943364
7,393,0.0,0.0,0.0,0.0,239.71479455468446
8,393,0.0,0.0,0.0,0.0,306.89543469016473
9,393,0.0,0.0,0.0,0.0,599.9348516792778
0,394,0.0,0.0,0.0,0.0,467.714198331955
1,394,0.0,0.0,0.0,0.0,578.875
2,394,0.0,0.0,0.0,0.0,454.78631554080096
3,394,0.0,0.0,0.0,0.0,295.38544116519284
4,394,75.0,0.0,75.0,0.0,452.94515089174934
5,394,0.0,0.0,0.0,0.0,467.21736303279965
6,394,0.0,0.0,0.0,0.0,538.7629670943364
7,394,0.0,0.0,0.0,0.0,239.71479455468446
8,394,0.0,0.0,0.0,0.0,306.89543469016473
9,394,0.0,0.0,0.0,0.0,599.9348516792778
0,395,0.0,0.0,0.0,0.0,467.714198331955
1,395,0.0,0.0,0.0,0.0,578.875
2,395,0.0,0.0,0.0,0.0,454.78631554080096
3,395,0.0,0.0,0.0,0.0,295.38544116519284
4,395,75.0,0.0,75.0,0.0,470.57015089174934
5,395,0.0,0.0,0.0,0.0,467.21736303279965
6,395,0.0,0.0,0.0,0.0,538.7629670943364
7,395,0.0,0.0,0.0,0.0,239.71479455468446
8,395,0.0,0.0,0.0,0.0,306.89543469016473
9,395,0.0,0.0,0.0,0.0,599.9348516792778
0,396,0.0,0.0,0.0,0.0,467.714198331955
1,396,0.0,0.0,0.0,0.0,578.875
2,396,0.0,0.0,0.0,0.0,454.78631554080096
3,396,0.0,0.0,0.0,0.0,295.38544116519284
4,396,75.0,0.0,75.0,0.0,488.19515089174934
5,396,0.0,0.0,0.0,0.0,467.21736303279965
6,396,0.0,0.0,0.0,0.0,538.7629670943364
7,396,0.0,0.0,0.0,0.0,239.71479455468446
8,396,0.0,0.0,0.0,0.0,306.89543469016473
9,396,0.0,0.0,0.0,0.0,599.9348516792778
0,397,0.0,0.0,0.0,0.0,467.714198331955
1,397,0.0,0.0,0.0,0.0,578.875
2,397,0.0,0.0,0.0,0.0,454.78631554080096
3,397,0.0,0.0,0.0,0.0,295.38544116519284
4,397,75.0,0.0,75.0,0.0,505.82015089174934
5,397,0.0,0.0,0.0,0.0,467.21736303279965
6,397,0.0,0.0,0.0,0.0,538.7629670943364
7,397,0.0,0.0,0.0,0.0,239.71479455468446
8,397,0.0,0.0,0.0,0.0,306.89543469016473
9,397,0.0,0.0,0.0,0.0,599.9348516792778
0,398,0.0,0.0,0.0,0.0,467.714198331955
1,398,0.0,0.0,0.0,0.0,578.875
2,398,0.0,0.0,0.0,0.0,454.78631554080096
3,398,0.0,0.0,0.0,0.0,295.38544116519284
4,398,75.0,0.0,75.0,0.0,523.4451508917493
5,398,0.0,0.0,0.0,0.0,467.21736303279965
6,398,0.0,0.0,0.0,0.0,538.7629670943364
7,398,0.0,0.0,0.0,0.0,239.71479455468446
8,398,0.0,0.0,0.0,0.0,306.89543469016473
9,398,0.0,0.0,0.0,0.0,599.9348516792778
0,399,0.0,0.0,0.0,0.0,467.714198331955
1,399,0.0,0.0,0.0,0.0,578.875
2,399,0.0,0.0,0.0,0.0,454.78631554080096
3,399,0.0,0.0,0.0,0.0,295.38544116519284
4,399,75.0,0.0,75.0,0.0,541.0701508917493
5,399,0.0,0.0,0.0,0.0,467.21736303279965
6,399,0.0,0.0,0.0,0.0,538.7629670943364
7,399,0.0,0.0,0.0,0.0,239.71479455468446
8,399,0.0,0.0,0.0,0.0,306.89543469016473
9,399,0.0,0.0,0.0,0.0,599.9348516792778
0,400,0.0,0.0,0.0,0.0,467.714198331955
1,400,0.0,0.0,0.0,0.0,578.875
2,400,0.0,0.0,0.0,0.0,454.78631554080096
3,400,0.0,0.0,0.0,0.0,295.38544116519284
4,400,75.0,0.0,75.0,0.0,558.6951508917493
5,400,0.0,0.0,0.0,0.0,467.21736303279965
6,400,0.0,0.0,0.0,0.0,538.7629670943364
7,400,0.0,0.0,0.0,0.0,239.71479455468446
8,400,0.0,0.0,0.0,0.0,306.89543469016473
9,400,0.0,0.0,0.0,0.0,599.9348516792778
0,401,0.0,0.0,0.0,0.0,467.714198331955
1,401,0.0,0.0,0.0,0.0,578.875
2,401,0.0,0.0,0.0,0.0,454.78631554080096
3,401,0.0,0.0,0.0,0.0,295.38544116519284
4,401,0.0,0.0,0.0,0.0,576.3201508917493
5,401,0.0,0.0,0.0,0.0,467.21736303279965
6,401,0.0,0.0,0.0,0.0,538.7629670943364
7,401,0.0,0.0,0.0,0.0,239.71479455468446
8,401,0.0,0.0,0.0,0.0,306.89543469016473
9,401,0.0,0.0,0.0,0.0,599.9348516792778
0,402,0.0,0.0,0.0,0.0,467.714198331955
1,402,0.0,0.0,0.0,0.0,578.875
2,402,0.0,0.0,0.0,0.0,454.78631554080096
3,402,0.0,0.0,0.0,0.0,295.38544116519284
4,402,0.0,0.0,0.0,0.0,576.3201508917493
5,402,0.0,0.0,0.0,0.0,467.21736303279965
6,402,0.0,0.0,0.0,0.0,538.7629670943364
7,402,0.0,0.0,0.0,0.0,239.71479455468446
8,402,0.0,0.0,0.0,0.0,306.89543469016473
9,402,0.0,0.0,0.0,0.0,599.9348516792778
0,403,0.0,0.0,0.0,0.0,467.714198331955
1,403,0.0,0.0,0.0,0.0,578.875
2,403,0.0,0.0,0.0,0.0,454.78631554080096
3,403,0.0,0.0,0.0,0.0,295.38544116519284
4,403,0.0,0.0,0.0,0.0,576.3201508917493
5,403,0.0,0.0,0.0,0.0,467.21736303279965
6,403,0.0,0.0,0.0,0.0,538.7629670943364
7,403,0.0,0.0,0.0,0.0,239.71479455468446
8,403,0.0,0.0,0.0,0.0,306.89543469016473
9,403,0.0,0.0,0.0,0.0,599.9348516792778
0,404,0.0,0.0,0.0,0.0,467.714198331955
1,404,0.0,0.0,0.0,0.0,578.875
2,404,0.0,0.0,0.0,0.0,454.78631554080096
3,404,0.0,0.0,0.0,0.0,295.38544116519284
4,404,0.0,0.0,0.0,0.0,576.3201508917493
5,404,0.0,0.0,0.0,0.0,467.21736303279965
6,404,0.0,0.0,0.0,0.0,538.7629670943364
7,404,0.0,0.0,0.0,0.0,239.71479455468446
8,404,0.0,0.0,0.0,0.0,306.89543469016473
9,404,0.0,0.0,0.0,0.0,599.9348516792778
0,405,0.0,0.0,0.0,0.0,467.714198331955
1,405,0.0,0.0,0.0,0.0,578.875
2,405,0.0,0.0,0.0,0.0,454.78631554080096
3,405,0.0,0.0,0.0,0.0,295.38544116519284
4,405,0.0,0.0,0.0,0.0,576.3201508917493
5,405,0.0,0.0,0.0,0.0,467.21736303279965
6,405,0.0,0.0,0.0,0.0,538.7629670943364
7,405,0.0,0.0,0.0,0.0,239.71479455468446
8,405,0.0,0.0,0.0,0.0,306.89543469016473
9,405,0.0,0.0,0.0,0.0,599.9348516792778
0,406,0.0,0.0,0.0,0.0,467.714198331955
1,406,0.0,0.0,0.0,0.0,578.875
2,406,0.0,0.0,0.0,0.0,454.78631554080096
3,406,0.0,0.0,0.0,0.0,295.38544116519284
4,406,0.0,0.0,0.0,0.0,576.3201508917493
5,406,0.0,0.0,0.0,0.0,467.21736303279965
6,406,0.0,0.0,0.0,0.0,538.7629670943364
7,406,0.0,0.0,0.0,0.0,239.71479455468446
8,406,0.0,0.0,0.0,0.0,306.89543469016473
9,406,0.0,0.0,0.0,0.0,599.9348516792778
0,407,0.0,0.0,0.0,0.0,467.714198331955
1,407,0.0,0.0,0.0,0.0,578.875
2,407,0.0,0.0,0.0,0.0,454.78631554080096
3,407,0.0,0.0,0.0,0.0,295.38544116519284
4,407,0.0,0.0,0.0,0.0,576.3201508917493
5,407,0.0,0.0,0.0,0.0,467.21736303279965
6,407,0.0,0.0,0.0,0.0,538.7629670943364
7,407,0.0,0.0,0.0,0.0,239.71479455468446
8,407,0.0,0.0,0.0,0.0,306.89543469016473
9,407,0.0,0.0,0.0,0.0,599.9348516792778
0,408,0.0,0.0,0.0,0.0,467.714198331955
1,408,0.0,0.0,0.0,0.0,578.875
2,408,0.0,0.0,0.0,0.0,454.78631554080096
3,408,0.0,0.0,0.0,0.0,295.38544116519284
4,408,0.0,0.0,0.0,0.0,576.3201508917493
5,408,0.0,0.0,0.0,0.0,467.21736303279965
6,408,0.0,0.0,0.0,0.0,538.7629670943364
7,408,0.0,0.0,0.0,0.0,239.71479455468446
8,408,0.0,0.0,0.0,0.0,306.89543469016473
9,408,0.0,0.0,0.0,0.0,599.9348516792778
0,409,0.0,0.0,0.0,0.0,467.714198331955
1,409,0.0,0.0,0.0,0.0,578.875
2,409,0.0,0.0,0.0,0.0,454.78631554080096
3,409,0.0,0.0,0.0,0.0,295.38544116519284
4,409,0.0,0.0,0.0,0.0,576.3201508917493
5,409,0.0,0.0,0.0,0.0,467.21736303279965
6,409,0.0,0.0,0.0,0.0,538.7629670943364
7,409,0.0,0.0,0.0,0.0,239.71479455468446
8,409,0.0,0.0,0.0,0.0,306.89543469016473
9,409,0.0,0.0,0.0,0.0,599.9348516792778
0,410,0.0,0.0,0.0,0.0,467.714198331955
1,410,0.0,0.0,0.0,0.0,578.875
2,410,9.553041320482967,9.553041320482967,0.0,0.0,454.78631554080096
3,410,0.0,0.0,0.0,0.0,295.38544116519284
4,410,0.0,0.0,0.0,0.0,576.3201508917493
5,410,0.0,0.0,0.0,0.0,467.21736303279965
6,410,0.0,0.0,0.0,0.0,538.7629670943364
7,410,0.0,0.0,0.0,0.0,239.71479455468446
8,410,0.0,0.0,0.0,0.0,306.89543469016473
9,410,0.0,0.0,0.0,0.0,599.9348516792778
0,411,0.0,0.0,0.0,0.0,467.714198331955
1,411,0.0,0.0,0.0,0.0,578.875
2,411,9.553041320482967,9.553041320482967,0.0,0.0,457.0312802511145
3,411,0.0,0.0,0.0,0.0,295.38544116519284
4,411,0.0,0.0,0.0,0.0,576.3201508917493
5,411,0.0,0.0,0.0,0.0,467.21736303279965
6,411,0.0,0.0,0.0,0.0,538.7629670943364
7,411,0.0,0.0,0.0,0.0,239.71479455468446
8,411,0.0,0.0,0.0,0.0,306.89543469016473
9,411,0.0,0.0,0.0,0.0,599.9348516792778
0,412,0.0,0.0,0.0,0.0,467.714198331955
1,412,0.0,0.0,0.0,0.0,578.875
2,412,0.0,0.0,0.0,0.0,459.27624496142795
3,412,75.0,3.7448871762810154,71.25511282371899,0.0,295.38544116519284
4,412,0.0,0.0,0.0,0.0,576.3201508917493
5,412,0.0,0.0,0.0,0.0,467.21736303279965
6,412,0.0,0.0,0.0,0.0,538.7629670943364
7,412,0.0,0.0,0.0,0.0,239.71479455468446
8,412,0.0,0.0,0.0,0.0,306.89543469016473
9,412,0.0,0.0,0.0,0.0,599.9348516792778
0,413,0.0,0.0,0.0,0.0,467.714198331955
1,413,0.0,0.0,0.0,0.0,578.875
2,413,3.7448871762810154,3.7448871762810154,0.0,0.0,459.27624496142795
3,413,75.0,0.0,75.0,0.0,313.01044116519284
4,413,0.0,0.0,0.0,0.0,576.3201508917493
5,413,0.0,0.0,0.0,0.0,467.21736303279965
6,413,0.0,0.0,0.0,0.0,538.7629670943364
7,413,0.0,0.0,0.0,0.0,239.71479455468446
8,413,0.0,0.0,0.0,0.0,306.89543469016473
9,413,0.0,0.0,0.0,0.0,599.9348516792778
0,414,0.0,0.0,0.0,0.0,467.714198331955
1,414,0.0,0.0,0.0,0.0,578.875
2,414,0.0,0.0,0.0,0.0,460.156293447854
3,414,75.0,35.29502257242113,39.70497742757887,0.0,330.63544116519284
4,414,0.0,0.0,0.0,0.0,576.3201508917493
5,414,0.0,0.0,0.0,0.0,467.21736303279965
6,414,0.0,0.0,0.0,0.0,538.7629670943364
7,414,0.0,0.0,0.0,0.0,239.71479455468446
8,414,0.0,0.0,0.0,0.0,306.89543469016473
9,414,0.0,0.0,0.0,0.0,599.9348516792778
0,415,0.0,0.0,0.0,0.0,467.714198331955
1,415,0.0,0.0,0.0,0.0,578.875
2,415,0.0,0.0,0.0,0.0,460.156293447854
3,415,75.0,35.29502257242113,39.70497742757887,0.0,348.26044116519284
4,415,0.0,0.0,0.0,0.0,576.3201508917493
5,415,0.0,0.0,0.0,0.0,467.21736303279965
6,415,0.0,0.0,0.0,0.0,538.7629670943364
7,415,0.0,0.0,0.0,0.0,239.71479455468446
8,415,0.0,0.0,0.0,0.0,306.89543469016473
9,415,0.0,0.0,0.0,0.0,599.9348516792778
0,416,0.0,0.0,0.0,0.0,467.714198331955
1,416,0.0,0.0,0.0,0.0,578.875
2,416,0.0,0.0,0.0,0.0,460.156293447854
3,416,75.0,65.05217503797053,9.947824962029472,0.0,365.88544116519284
4,416,0.0,0.0,0.0,0.0,576.3201508917493
5,416,0.0,0.0,0.0,0.0,467.21736303279965
