bus,time,powerCB,gridPowToB,eB,chargerUse
0,123,0.0,0.0,440.0,0.0
1,123,0.0,0.0,268.4,0.0
2,123,0.0,0.0,413.59999999999985,0.0
3,123,49.0,52.12765957446809,378.70357347886386,1.0
4,123,0.0,0.0,382.45,0.0
5,123,0.0,0.0,387.2,0.0
0,124,0.0,0.0,440.0,0.0
1,124,0.0,0.0,268.4,0.0
2,124,0.0,0.0,413.59999999999985,0.0
3,124,49.0,52.12765957446809,390.95357347886386,1.0
4,124,0.0,0.0,382.45,0.0
5,124,0.0,0.0,387.2,0.0
0,125,0.0,0.0,440.0,0.0
1,125,0.0,0.0,268.4,0.0
2,125,0.0,0.0,413.59999999999985,0.0
3,125,0.0,0.0,403.20357347886386,0.0
4,125,0.0,0.0,382.45,0.0
5,125,0.0,0.0,387.2,0.0
0,126,0.0,0.0,440.0,0.0
1,126,0.0,0.0,268.4,0.0
2,126,0.0,0.0,413.59999999999985,0.0
3,126,0.0,0.0,403.20357347886386,0.0
4,126,0.0,0.0,382.45,0.0
5,126,0.0,0.0,387.2,0.0
0,127,0.0,0.0,440.0,0.0
1,127,0.0,0.0,268.4,0.0
2,127,0.0,0.0,413.59999999999985,0.0
3,127,0.0,0.0,403.20357347886386,0.0
4,127,0.0,0.0,382.45,0.0
5,127,0.0,0.0,387.2,0.0
0,128,0.0,0.0,440.0,0.0
1,128,0.0,0.0,268.4,0.0
2,128,0.0,0.0,413.59999999999985,0.0
3,128,0.0,0.0,403.20357347886386,0.0
4,128,0.0,0.0,382.45,0.0
5,128,0.0,0.0,387.2,0.0
0,129,0.0,0.0,440.0,0.0
1,129,0.0,0.0,268.4,0.0
2,129,0.0,0.0,413.59999999999985,0.0
3,129,0.0,0.0,403.20357347886386,0.0
4,129,0.0,0.0,382.45,0.0
5,129,0.0,0.0,387.2,0.0
0,130,0.0,0.0,440.0,0.0
1,130,0.0,0.0,268.4,0.0
2,130,0.0,0.0,413.59999999999985,0.0
3,130,0.0,0.0,403.20357347886386,0.0
4,130,0.0,0.0,382.45,0.0
5,130,0.0,0.0,387.2,0.0
0,131,0.0,0.0,440.0,0.0
1,131,0.0,0.0,268.4,0.0
2,131,0.0,0.0,413.59999999999985,0.0
3,131,0.0,0.0,403.20357347886386,0.0
4,131,0.0,0.0,382.45,0.0
5,131,0.0,0.0,387.2,0.0
0,132,0.0,0.0,440.0,0.0
1,132,0.0,0.0,268.4,0.0
2,132,0.0,0.0,413.59999999999985,0.0
3,132,0.0,0.0,403.20357347886386,0.0
4,132,0.0,0.0,382.45,0.0
5,132,0.0,0.0,387.2,0.0
0,133,0.0,0.0,440.0,0.0
1,133,0.0,0.0,268.4,0.0
2,133,0.0,0.0,413.59999999999985,0.0
3,133,0.0,0.0,403.20357347886386,0.0
4,133,0.0,0.0,382.45,0.0
5,133,0.0,0.0,387.2,0.0
0,134,0.0,0.0,440.0,0.0
1,134,0.0,0.0,268.4,0.0
2,134,0.0,0.0,413.59999999999985,0.0
3,134,0.0,0.0,403.20357347886386,0.0
4,134,0.0,0.0,382.45,0.0
5,134,0.0,0.0,387.2,0.0
0,135,0.0,0.0,440.0,0.0
1,135,0.0,0.0,268.4,0.0
2,135,0.0,0.0,413.59999999999985,0.0
3,135,0.0,0.0,403.20357347886386,0.0
4,135,0.0,0.0,382.45,0.0
5,135,0.0,0.0,387.2,0.0
0,136,0.0,0.0,440.0,0.0
1,136,0.0,0.0,268.4,0.0
2,136,0.0,0.0,413.59999999999985,0.0
3,136,0.0,0.0,403.20357347886386,0.0
4,136,0.0,0.0,382.45,0.0
5,136,0.0,0.0,387.2,0.0
0,137,0.0,0.0,440.0,0.0
1,137,0.0,0.0,268.4,0.0
2,137,0.0,0.0,413.59999999999985,0.0
3,137,0.0,0.0,403.20357347886386,0.0
4,137,0.0,0.0,382.45,0.0
5,137,0.0,0.0,387.2,0.0
0,138,0.0,0.0,440.0,0.0
1,138,0.0,0.0,268.4,0.0
2,138,0.0,0.0,413.59999999999985,0.0
3,138,0.0,0.0,403.20357347886386,0.0
4,138,0.0,0.0,382.45,0.0
5,138,0.0,0.0,387.2,0.0
0,139,0.0,0.0,440.0,0.0
1,139,0.0,0.0,268.4,0.0
2,139,0.0,0.0,413.59999999999985,0.0
3,139,0.0,0.0,403.20357347886386,0.0
4,139,0.0,0.0,382.45,0.0
5,139,0.0,0.0,387.2,0.0
0,140,0.0,0.0,440.0,0.0
1,140,0.0,0.0,268.4,0.0
2,140,0.0,0.0,413.59999999999985,0.0
3,140,0.0,0.0,403.20357347886386,0.0
4,140,0.0,0.0,382.45,0.0
5,140,0.0,0.0,387.2,0.0
0,141,0.0,0.0,440.0,0.0
1,141,0.0,0.0,268.4,0.0
2,141,0.0,0.0,413.59999999999985,0.0
3,141,0.0,0.0,403.20357347886386,0.0
4,141,0.0,0.0,382.45,0.0
5,141,0.0,0.0,387.2,0.0
0,142,0.0,0.0,440.0,0.0
1,142,0.0,0.0,268.4,0.0
2,142,0.0,0.0,413.59999999999985,0.0
3,142,0.0,0.0,403.20357347886386,0.0
4,142,0.0,0.0,382.45,0.0
5,142,0.0,0.0,387.2,0.0
0,143,0.0,0.0,440.0,0.0
1,143,0.0,0.0,268.4,0.0
2,143,0.0,0.0,413.59999999999985,0.0
3,143,0.0,0.0,403.20357347886386,0.0
4,143,0.0,0.0,382.45,0.0
5,143,0.0,0.0,387.2,0.0
0,144,0.0,0.0,440.0,0.0
1,144,0.0,0.0,268.4,0.0
2,144,0.0,0.0,413.59999999999985,0.0
3,144,0.0,0.0,403.20357347886386,0.0
4,144,0.0,0.0,382.45,0.0
5,144,0.0,0.0,387.2,0.0
0,145,0.0,0.0,440.0,0.0
1,145,0.0,0.0,268.4,0.0
2,145,0.0,0.0,413.59999999999985,0.0
3,145,0.0,0.0,403.20357347886386,0.0
4,145,0.0,0.0,382.45,0.0
5,145,0.0,0.0,387.2,0.0
0,146,0.0,0.0,440.0,0.0
1,146,0.0,0.0,268.4,0.0
2,146,0.0,0.0,413.59999999999985,0.0
3,146,0.0,0.0,403.20357347886386,0.0
4,146,0.0,0.0,382.45,0.0
5,146,0.0,0.0,387.2,0.0
0,147,0.0,0.0,440.0,0.0
1,147,0.0,0.0,268.4,0.0
2,147,0.0,0.0,413.59999999999985,0.0
3,147,0.0,0.0,403.20357347886386,0.0
4,147,0.0,0.0,382.45,0.0
5,147,0.0,0.0,387.2,0.0
0,148,0.0,0.0,440.0,0.0
1,148,0.0,0.0,268.4,0.0
2,148,0.0,0.0,413.59999999999985,0.0
3,148,0.0,0.0,403.20357347886386,0.0
4,148,0.0,0.0,382.45,0.0
5,148,0.0,0.0,387.2,0.0
0,149,0.0,0.0,440.0,0.0
1,149,0.0,0.0,268.4,0.0
2,149,0.0,0.0,413.59999999999985,0.0
3,149,0.0,0.0,403.20357347886386,0.0
4,149,0.0,0.0,382.45,0.0
5,149,0.0,0.0,387.2,0.0
0,150,0.0,0.0,440.0,0.0
1,150,0.0,0.0,268.4,0.0
2,150,0.0,0.0,413.59999999999985,0.0
3,150,0.0,0.0,403.20357347886386,0.0
4,150,0.0,0.0,121.96852211942952,0.0
5,150,0.0,0.0,387.2,0.0
0,151,0.0,0.0,440.0,0.0
1,151,0.0,0.0,268.4,0.0
2,151,0.0,0.0,413.59999999999985,0.0
3,151,0.0,0.0,403.20357347886386,0.0
4,151,0.0,0.0,121.96852211942952,0.0
5,151,0.0,0.0,387.2,0.0
0,152,0.0,0.0,440.0,0.0
1,152,0.0,0.0,268.4,0.0
2,152,0.0,0.0,413.59999999999985,0.0
3,152,0.0,0.0,403.20357347886386,0.0
4,152,0.0,0.0,121.96852211942952,0.0
5,152,0.0,0.0,387.2,0.0
0,153,0.0,0.0,440.0,0.0
1,153,0.0,0.0,268.4,0.0
2,153,0.0,0.0,413.59999999999985,0.0
3,153,0.0,0.0,403.20357347886386,0.0
4,153,0.0,0.0,121.96852211942952,0.0
5,153,0.0,0.0,132.6407263896853,0.0
0,154,0.0,0.0,440.0,0.0
1,154,0.0,0.0,268.4,0.0
2,154,0.0,0.0,413.59999999999985,0.0
3,154,0.0,0.0,403.20357347886386,0.0
4,154,0.0,0.0,121.96852211942952,0.0
5,154,0.0,0.0,132.6407263896853,0.0
0,155,0.0,0.0,440.0,0.0
1,155,0.0,0.0,268.4,0.0
2,155,0.0,0.0,413.59999999999985,0.0
3,155,0.0,0.0,403.20357347886386,0.0
4,155,0.0,0.0,121.96852211942952,0.0
5,155,0.0,0.0,132.6407263896853,0.0
0,156,0.0,0.0,123.8967707909262,0.0
1,156,0.0,0.0,268.4,0.0
2,156,0.0,0.0,413.59999999999985,0.0
3,156,0.0,0.0,403.20357347886386,0.0
4,156,0.0,0.0,121.96852211942952,0.0
5,156,0.0,0.0,132.6407263896853,0.0
0,157,0.0,0.0,123.8967707909262,0.0
1,157,0.0,0.0,268.4,0.0
2,157,0.0,0.0,413.59999999999985,0.0
3,157,0.0,0.0,403.20357347886386,0.0
4,157,0.0,0.0,121.96852211942952,0.0
5,157,0.0,0.0,132.6407263896853,0.0
0,158,0.0,0.0,123.8967707909262,0.0
1,158,0.0,0.0,268.4,0.0
2,158,0.0,0.0,413.59999999999985,0.0
3,158,0.0,0.0,403.20357347886386,0.0
4,158,0.0,0.0,121.96852211942952,0.0
5,158,0.0,0.0,132.6407263896853,0.0
0,159,0.0,0.0,123.8967707909262,0.0
1,159,0.0,0.0,268.4,0.0
2,159,0.0,0.0,413.59999999999985,0.0
3,159,0.0,0.0,149.00000000000003,0.0
4,159,0.0,0.0,121.96852211942952,0.0
5,159,0.0,0.0,132.6407263896853,0.0
0,160,0.0,0.0,123.8967707909262,0.0
1,160,0.0,0.0,268.4,0.0
2,160,0.0,0.0,413.59999999999985,0.0
3,160,0.0,0.0,149.00000000000003,0.0
4,160,0.0,0.0,121.96852211942952,0.0
5,160,0.0,0.0,132.6407263896853,0.0
0,161,0.0,0.0,123.8967707909262,0.0
1,161,0.0,0.0,268.4,0.0
2,161,0.0,0.0,413.59999999999985,0.0
3,161,0.0,0.0,149.00000000000003,0.0
4,161,0.0,0.0,121.96852211942952,0.0
5,161,0.0,0.0,132.6407263896853,0.0
0,162,0.0,0.0,123.8967707909262,0.0
1,162,0.0,0.0,268.4,0.0
2,162,0.0,0.0,413.59999999999985,0.0
3,162,0.0,0.0,149.00000000000003,0.0
4,162,0.0,0.0,121.96852211942952,0.0
5,162,0.0,0.0,132.6407263896853,0.0
0,163,0.0,0.0,123.8967707909262,0.0
1,163,0.0,0.0,268.4,0.0
2,163,0.0,0.0,413.59999999999985,0.0
3,163,0.0,0.0,149.00000000000003,0.0
4,163,0.0,0.0,121.96852211942952,0.0
5,163,0.0,0.0,132.6407263896853,0.0
0,164,0.0,0.0,123.8967707909262,0.0
1,164,0.0,0.0,268.4,0.0
2,164,0.0,0.0,413.59999999999985,0.0
3,164,0.0,0.0,149.00000000000003,0.0
4,164,0.0,0.0,121.96852211942952,0.0
5,164,0.0,0.0,132.6407263896853,0.0
0,165,0.0,0.0,123.8967707909262,0.0
1,165,0.0,0.0,268.4,0.0
2,165,0.0,0.0,168.6757211147017,0.0
3,165,0.0,0.0,149.00000000000003,0.0
4,165,0.0,0.0,121.96852211942952,0.0
5,165,0.0,0.0,132.6407263896853,0.0
0,166,0.0,0.0,123.8967707909262,0.0
1,166,0.0,0.0,268.4,0.0
2,166,0.0,0.0,168.6757211147017,0.0
3,166,0.0,0.0,149.00000000000003,0.0
4,166,0.0,0.0,121.96852211942952,0.0
5,166,0.0,0.0,132.6407263896853,0.0
0,167,0.0,0.0,123.8967707909262,0.0
1,167,0.0,0.0,268.4,0.0
2,167,0.0,0.0,168.6757211147017,0.0
3,167,0.0,0.0,149.00000000000003,0.0
4,167,0.0,0.0,121.96852211942952,0.0
5,167,0.0,0.0,132.6407263896853,0.0
0,168,0.0,0.0,123.8967707909262,0.0
1,168,0.0,0.0,268.4,0.0
2,168,0.0,0.0,168.6757211147017,0.0
3,168,0.0,0.0,149.00000000000003,0.0
4,168,0.0,0.0,121.96852211942952,0.0
5,168,0.0,0.0,132.6407263896853,0.0
0,169,0.0,0.0,123.8967707909262,0.0
1,169,0.0,0.0,268.4,0.0
2,169,0.0,0.0,168.67572111470167,0.0
3,169,0.0,0.0,149.00000000000003,0.0
4,169,0.0,0.0,121.96852211942952,0.0
5,169,0.0,0.0,132.6407263896853,0.0
0,170,0.0,0.0,123.8967707909262,0.0
1,170,0.0,0.0,268.4,0.0
2,170,0.0,0.0,168.67572111470167,0.0
3,170,0.0,0.0,149.00000000000003,0.0
4,170,0.0,0.0,121.96852211942952,0.0
5,170,0.0,0.0,132.6407263896853,0.0
0,171,0.0,0.0,123.8967707909262,0.0
1,171,0.0,0.0,268.4,0.0
2,171,0.0,0.0,168.67572111470167,0.0
3,171,0.0,0.0,149.0,0.0
4,171,0.0,0.0,121.96852211942952,0.0
5,171,0.0,0.0,132.6407263896853,0.0
0,172,0.0,0.0,123.8967707909262,0.0
1,172,0.0,0.0,268.4,0.0
2,172,0.0,0.0,168.67572111470167,0.0
3,172,0.0,0.0,149.0,0.0
4,172,0.0,0.0,121.96852211942952,0.0
5,172,0.0,0.0,132.6407263896853,0.0
0,173,0.0,0.0,123.8967707909262,0.0
1,173,0.0,0.0,268.4,0.0
2,173,0.0,0.0,168.67572111470167,0.0
3,173,0.0,0.0,149.0,0.0
4,173,0.0,0.0,121.96852211942952,0.0
5,173,0.0,0.0,132.6407263896853,0.0
0,174,0.0,0.0,123.8967707909262,0.0
1,174,0.0,0.0,268.4,0.0
2,174,0.0,0.0,168.67572111470167,0.0
3,174,0.0,0.0,149.0,0.0
4,174,0.0,0.0,121.96852211942952,0.0
5,174,0.0,0.0,132.6407263896853,0.0
0,175,0.0,0.0,123.8967707909262,0.0
1,175,0.0,0.0,268.4,0.0
2,175,0.0,0.0,168.67572111470167,0.0
3,175,0.0,0.0,149.0,0.0
4,175,0.0,0.0,121.96852211942952,0.0
5,175,0.0,0.0,132.6407263896853,0.0
0,176,0.0,0.0,123.8967707909262,0.0
1,176,0.0,0.0,268.4,0.0
2,176,0.0,0.0,168.67572111470167,0.0
3,176,0.0,0.0,149.0,0.0
4,176,0.0,0.0,121.96852211942952,0.0
5,176,0.0,0.0,132.6407263896853,0.0
0,177,0.0,0.0,123.8967707909262,0.0
1,177,0.0,0.0,268.4,0.0
2,177,0.0,0.0,168.67572111470167,0.0
3,177,0.0,0.0,149.0,0.0
4,177,0.0,0.0,121.96852211942952,0.0
5,177,0.0,0.0,132.6407263896853,0.0
0,178,0.0,0.0,123.8967707909262,0.0
1,178,0.0,0.0,268.4,0.0
2,178,0.0,0.0,168.67572111470167,0.0
3,178,0.0,0.0,149.0,0.0
4,178,0.0,0.0,121.96852211942952,0.0
5,178,0.0,0.0,132.6407263896853,0.0
0,179,0.0,0.0,123.8967707909262,0.0
1,179,0.0,0.0,268.4,0.0
2,179,0.0,0.0,168.67572111470167,0.0
3,179,0.0,0.0,149.0,0.0
4,179,0.0,0.0,121.96852211942952,0.0
5,179,0.0,0.0,132.6407263896853,0.0
0,180,0.0,0.0,123.8967707909262,0.0
1,180,0.0,0.0,268.4,0.0
2,180,0.0,0.0,168.67572111470167,0.0
3,180,0.0,0.0,149.0,0.0
4,180,0.0,0.0,121.96852211942952,0.0
5,180,0.0,0.0,132.6407263896853,0.0
0,181,0.0,0.0,123.8967707909262,0.0
1,181,0.0,0.0,268.4,0.0
2,181,0.0,0.0,168.67572111470167,0.0
3,181,0.0,0.0,149.0,1.0
4,181,0.0,0.0,121.96852211942952,0.0
5,181,0.0,0.0,132.6407263896853,1.0
0,182,49.0,52.12765957446809,123.8967707909262,1.0
1,182,0.0,0.0,268.4,0.0
2,182,48.69711554119317,51.80544206509912,168.67572111470167,1.0
3,182,49.0,52.12765957446809,149.0,1.0
4,182,0.0,0.0,121.96852211942952,0.0
5,182,38.23709444125893,40.67776004389248,132.6407263896853,1.0
0,183,49.0,52.12765957446809,136.1467707909262,1.0
1,183,0.0,0.0,268.4,0.0
2,183,49.0,52.12765957446809,180.84999999999997,1.0
3,183,49.0,52.12765957446809,161.25,1.0
4,183,0.0,0.0,121.96852211942952,0.0
5,183,49.0,52.12765957446809,142.20000000000005,1.0
0,184,49.0,52.12765957446809,148.3967707909262,1.0
1,184,0.0,0.0,268.4,0.0
2,184,49.0,52.12765957446809,193.09999999999997,1.0
3,184,49.0,52.12765957446809,173.5,1.0
4,184,0.0,0.0,121.96852211942952,0.0
5,184,49.0,52.12765957446809,154.45000000000005,1.0
0,185,49.0,52.12765957446809,160.6467707909262,1.0
1,185,0.0,0.0,268.4,0.0
2,185,49.0,52.12765957446809,205.34999999999997,1.0
3,185,49.0,52.12765957446809,185.75,1.0
4,185,0.0,0.0,121.96852211942952,0.0
5,185,49.0,52.12765957446809,166.70000000000005,1.0
0,186,49.0,52.12765957446809,172.8967707909262,1.0
1,186,0.0,0.0,268.4,0.0
2,186,49.0,52.12765957446809,217.59999999999997,1.0
3,186,0.0,0.0,198.0,0.0
4,186,49.0,52.12765957446809,121.96852211942952,1.0
5,186,49.0,52.12765957446809,178.95000000000005,1.0
0,187,16.61291683629497,17.673315783292523,185.1467707909262,1.0
1,187,0.0,0.0,268.4,0.0
2,187,0.0,0.0,229.84999999999997,1.0
3,187,0.0,0.0,198.0,0.0
4,187,49.0,52.12765957446809,134.2185221194295,1.0
5,187,49.0,52.12765957446809,191.20000000000005,1.0
0,188,49.0,52.12765957446809,189.29999999999995,1.0
1,188,0.0,0.0,268.4,0.0
2,188,49.0,52.12765957446809,229.84999999999997,1.0
3,188,0.0,0.0,198.0,0.0
4,188,49.0,52.12765957446809,146.4685221194295,1.0
5,188,49.0,52.12765957446809,203.45000000000005,1.0
0,189,49.0,52.12765957446809,201.54999999999995,1.0
1,189,0.0,0.0,268.4,0.0
2,189,49.0,52.12765957446809,242.09999999999997,1.0
3,189,0.0,0.0,198.0,0.0
4,189,49.0,52.12765957446809,158.7185221194295,1.0
5,189,49.0,52.12765957446809,215.70000000000005,1.0
0,190,49.0,52.12765957446809,213.79999999999995,1.0
1,190,0.0,0.0,268.4,0.0
2,190,49.0,52.12765957446809,254.34999999999997,1.0
3,190,0.0,0.0,198.0,0.0
4,190,49.0,52.12765957446809,170.9685221194295,1.0
5,190,49.0,52.12765957446809,227.95000000000005,1.0
0,191,49.0,52.12765957446809,226.04999999999995,1.0
1,191,0.0,0.0,268.4,0.0
2,191,49.0,52.12765957446809,266.59999999999997,1.0
3,191,0.0,0.0,198.0,0.0
4,191,49.0,52.12765957446809,183.2185221194295,1.0
5,191,49.0,52.12765957446809,240.20000000000005,1.0
0,192,49.0,52.12765957446809,238.29999999999995,1.0
1,192,0.0,0.0,268.4,0.0
2,192,49.0,52.12765957446809,278.84999999999997,1.0
3,192,0.0,0.0,198.0,0.0
4,192,49.0,52.12765957446809,195.4685221194295,1.0
5,192,49.0,52.12765957446809,252.45000000000005,1.0
0,193,49.0,52.12765957446809,250.54999999999995,1.0
1,193,0.0,0.0,268.4,0.0
2,193,49.0,52.12765957446809,291.09999999999997,1.0
3,193,0.0,0.0,198.0,0.0
4,193,49.0,52.12765957446809,207.7185221194295,1.0
5,193,49.0,52.12765957446809,264.70000000000005,1.0
0,194,49.0,52.12765957446809,262.79999999999995,1.0
1,194,0.0,0.0,268.4,0.0
2,194,49.0,52.12765957446809,303.34999999999997,1.0
3,194,0.0,0.0,198.0,0.0
4,194,12.925911522281922,13.750969704555237,219.9685221194295,1.0
5,194,49.0,52.12765957446809,276.95000000000005,1.0
0,195,49.0,52.12765957446809,275.04999999999995,1.0
1,195,0.0,0.0,268.4,0.0
2,195,49.0,52.12765957446809,315.59999999999997,1.0
3,195,0.0,0.0,198.0,0.0
4,195,49.0,52.12765957446809,223.2,1.0
5,195,49.0,52.12765957446809,289.20000000000005,1.0
0,196,49.0,52.12765957446809,287.29999999999995,1.0
1,196,0.0,0.0,268.4,0.0
2,196,49.0,52.12765957446809,327.84999999999997,1.0
3,196,0.0,0.0,198.0,0.0
4,196,49.0,52.12765957446809,235.45,1.0
5,196,49.0,52.12765957446809,301.45000000000005,1.0
0,197,49.0,52.12765957446809,299.54999999999995,1.0
1,197,0.0,0.0,268.4,0.0
2,197,49.0,52.12765957446809,340.09999999999997,1.0
3,197,0.0,0.0,198.0,0.0
4,197,49.0,52.12765957446809,247.7,1.0
5,197,49.0,52.12765957446809,313.70000000000005,1.0
0,198,49.0,52.12765957446809,311.79999999999995,1.0
1,198,0.0,0.0,268.4,0.0
2,198,49.0,52.12765957446809,352.34999999999997,1.0
3,198,0.0,0.0,198.0,0.0
4,198,49.0,52.12765957446809,259.95,1.0
5,198,49.0,52.12765957446809,325.95000000000005,1.0
0,199,49.0,52.12765957446809,324.04999999999995,1.0
1,199,0.0,0.0,268.4,0.0
2,199,49.0,52.12765957446809,364.6,1.0
3,199,0.0,0.0,198.0,0.0
4,199,49.0,52.12765957446809,272.2,1.0
5,199,49.0,52.12765957446809,338.20000000000005,1.0
0,200,0.0,0.0,336.29999999999995,1.0
1,200,0.0,0.0,268.4,0.0
2,200,49.0,52.12765957446809,376.85,1.0
3,200,0.0,0.0,198.0,0.0
4,200,49.0,52.12765957446809,284.45,1.0
5,200,49.0,52.12765957446809,350.45000000000005,1.0
0,201,49.0,52.12765957446809,336.29999999999995,1.0
1,201,0.0,0.0,268.4,0.0
2,201,49.0,52.12765957446809,389.1,1.0
3,201,0.0,0.0,198.0,0.0
4,201,49.0,52.12765957446809,296.7,1.0
5,201,49.0,52.12765957446809,362.7000000000001,1.0
0,202,49.0,52.12765957446809,348.54999999999995,1.0
1,202,0.0,0.0,268.4,0.0
2,202,49.0,52.12765957446809,401.35,1.0
3,202,0.0,0.0,198.0,0.0
4,202,49.0,52.12765957446809,308.95,1.0
5,202,49.0,52.12765957446809,374.95,1.0
0,203,0.0,0.0,360.7999999999999,0.0
1,203,0.0,0.0,268.4,0.0
2,203,0.0,0.0,413.6,1.0
3,203,0.0,0.0,198.0,0.0
4,203,0.0,0.0,321.2,0.0
5,203,0.0,0.0,387.2,1.0
0,204,22.800000000000185,24.25531914893637,360.7999999999999,1.0
1,204,0.0,0.0,268.4,0.0
2,204,0.0,0.0,413.6,0.0
3,204,49.0,52.12765957446809,198.0,1.0
4,204,49.0,52.12765957446809,321.2,1.0
5,204,-0.0,0.0,387.2,-0.0
0,205,49.0,52.12765957446809,366.5,1.0
1,205,0.0,0.0,268.4,0.0
2,205,-0.0,0.0,413.6,0.0
3,205,49.0,52.12765957446809,210.25,1.0
4,205,49.0,52.12765957446809,333.45,1.0
5,205,-0.0,0.0,387.2,0.0
0,206,49.0,52.12765957446809,378.75,1.0
1,206,0.0,0.0,268.4,0.0
2,206,0.0,0.0,413.6,0.0
3,206,49.0,52.12765957446809,222.5,1.0
4,206,49.0,52.12765957446809,345.7,1.0
5,206,-0.0,0.0,387.2,-0.0
0,207,49.0,52.12765957446809,391.0,1.0
1,207,0.0,0.0,268.4,0.0
2,207,0.0,0.0,413.6,0.0
3,207,49.0,52.12765957446809,234.75,1.0
4,207,49.0,52.12765957446809,357.95,1.0
5,207,-0.0,0.0,387.2,-0.0
0,208,49.0,52.12765957446809,403.25,1.0
1,208,0.0,0.0,268.4,0.0
2,208,-0.0,0.0,413.6,0.0
3,208,49.0,52.12765957446809,247.0,1.0
4,208,49.0,52.12765957446809,370.2,1.0
5,208,-0.0,0.0,387.2,0.0
0,209,49.0,52.12765957446809,415.5,1.0
1,209,0.0,0.0,268.4,0.0
2,209,0.0,0.0,413.6,0.0
3,209,36.81429391545532,39.16414246325034,259.25,1.0
4,209,0.0,0.0,382.45,0.0
5,209,-0.0,0.0,387.2,-0.0
0,210,49.0,52.12765957446809,427.75,1.0
1,210,0.0,0.0,268.4,0.0
2,210,0.0,0.0,413.6,0.0
3,210,49.0,52.12765957446809,268.45357347886386,1.0
4,210,0.0,0.0,382.45,0.0
5,210,-0.0,0.0,387.2,0.0
0,211,0.0,0.0,440.0,0.0
1,211,0.0,0.0,268.4,0.0
2,211,-0.0,0.0,413.59999999999985,0.0
3,211,49.0,52.12765957446809,280.70357347886386,1.0
4,211,0.0,0.0,382.45,0.0
5,211,-0.0,0.0,387.2,-0.0
0,212,0.0,0.0,440.0,0.0
1,212,0.0,0.0,268.4,0.0
2,212,-0.0,0.0,413.59999999999985,0.0
3,212,49.0,52.12765957446809,292.95357347886386,1.0
4,212,0.0,0.0,382.45,0.0
5,212,0.0,0.0,387.2,-0.0
0,213,0.0,0.0,440.0,0.0
1,213,0.0,0.0,268.4,0.0
2,213,0.0,0.0,413.59999999999985,0.0
3,213,49.0,52.12765957446809,305.20357347886386,1.0
4,213,0.0,0.0,382.45,0.0
5,213,-0.0,0.0,387.2,0.0
0,214,0.0,0.0,440.0,0.0
1,214,0.0,0.0,268.4,0.0
2,214,0.0,0.0,413.59999999999985,0.0
3,214,49.0,52.12765957446809,317.45357347886386,1.0
4,214,0.0,0.0,382.45,0.0
5,214,-0.0,0.0,387.2,0.0
0,215,0.0,0.0,440.0,0.0
1,215,0.0,0.0,268.4,0.0
2,215,0.0,0.0,413.59999999999985,0.0
3,215,49.0,52.12765957446809,329.70357347886386,1.0
4,215,0.0,0.0,382.45,0.0
5,215,-0.0,0.0,387.2,0.0
0,216,0.0,0.0,440.0,0.0
1,216,0.0,0.0,268.4,0.0
2,216,0.0,0.0,413.59999999999985,0.0
3,216,49.0,52.12765957446809,341.95357347886386,1.0
4,216,0.0,0.0,382.45,0.0
5,216,0.0,0.0,387.2,0.0
0,217,0.0,0.0,440.0,0.0
1,217,0.0,0.0,268.4,0.0
2,217,0.0,0.0,413.59999999999985,0.0
3,217,49.0,52.12765957446809,354.20357347886386,1.0
4,217,0.0,0.0,382.45,0.0
5,217,0.0,0.0,387.2,0.0
0,218,0.0,0.0,440.0,0.0
1,218,0.0,0.0,268.4,0.0
2,218,0.0,0.0,413.59999999999985,0.0
3,218,49.0,52.12765957446809,366.45357347886386,1.0
4,218,0.0,0.0,382.45,0.0
5,218,0.0,0.0,387.2,0.0
0,219,0.0,0.0,440.0,0.0
1,219,0.0,0.0,268.4,0.0
2,219,0.0,0.0,413.59999999999985,0.0
3,219,49.0,52.12765957446809,378.70357347886386,1.0
4,219,0.0,0.0,382.45,0.0
5,219,0.0,0.0,387.2,0.0
0,220,0.0,0.0,440.0,0.0
1,220,0.0,0.0,268.4,0.0
2,220,0.0,0.0,413.59999999999985,0.0
3,220,49.0,52.12765957446809,390.95357347886386,1.0
4,220,0.0,0.0,382.45,0.0
5,220,0.0,0.0,387.2,0.0
0,221,0.0,0.0,440.0,0.0
1,221,0.0,0.0,268.4,0.0
2,221,0.0,0.0,413.59999999999985,0.0
3,221,0.0,0.0,403.20357347886386,0.0
4,221,0.0,0.0,382.45,0.0
5,221,0.0,0.0,387.2,0.0
0,222,0.0,0.0,440.0,0.0
1,222,0.0,0.0,268.4,0.0
2,222,0.0,0.0,413.59999999999985,0.0
3,222,0.0,0.0,403.20357347886386,0.0
4,222,0.0,0.0,382.45,0.0
5,222,0.0,0.0,387.2,0.0
0,223,0.0,0.0,440.0,0.0
1,223,0.0,0.0,268.4,0.0
2,223,0.0,0.0,413.59999999999985,0.0
3,223,0.0,0.0,403.20357347886386,0.0
4,223,0.0,0.0,382.45,0.0
5,223,0.0,0.0,387.2,0.0
0,224,0.0,0.0,440.0,0.0
1,224,0.0,0.0,268.4,0.0
2,224,0.0,0.0,413.59999999999985,0.0
3,224,0.0,0.0,403.20357347886386,0.0
4,224,0.0,0.0,382.45,0.0
5,224,0.0,0.0,387.2,0.0
0,225,0.0,0.0,440.0,0.0
1,225,0.0,0.0,268.4,0.0
